{20} -> {17} (conf: 0.921, supp: 0.275, lift: 2.972, conv: 8.698)
{23} -> {18} (conf: 0.918, supp: 0.269, lift: 3.093, conv: 8.555)
{18} -> {23} (conf: 0.906, supp: 0.269, lift: 3.093, conv: 7.548)
{24} -> {18} (conf: 0.925, supp: 0.269, lift: 3.117, conv: 9.378)
{18} -> {24} (conf: 0.906, supp: 0.269, lift: 3.117, conv: 7.519)
{27} -> {18} (conf: 0.905, supp: 0.255, lift: 3.050, conv: 7.411)
{27} -> {21} (conf: 0.911, supp: 0.257, lift: 3.191, conv: 8.064)
{21} -> {27} (conf: 0.901, supp: 0.257, lift: 3.191, conv: 7.238)
{27} -> {24} (conf: 0.916, supp: 0.258, lift: 3.151, conv: 8.411)
{27} -> {25} (conf: 0.909, supp: 0.257, lift: 3.174, conv: 7.860)
{52} -> {49} (conf: 0.923, supp: 0.166, lift: 5.075, conv: 10.580)
{49} -> {52} (conf: 0.914, supp: 0.166, lift: 5.075, conv: 9.525)
{56} -> {52} (conf: 0.914, supp: 0.161, lift: 5.075, conv: 9.525)
{17, 18, 20, 24, 25} -> {27} (conf: 0.972, supp: 0.111, lift: 3.444, conv: 25.914)
{20, 24, 25, 27} -> {17, 18} (conf: 0.919, supp: 0.111, lift: 6.196, conv: 10.495)
{18, 20, 25, 27} -> {17, 24} (conf: 0.927, supp: 0.111, lift: 6.330, conv: 11.767)
{18, 20, 24, 27} -> {17, 25} (conf: 0.911, supp: 0.111, lift: 6.198, conv: 9.594)
{18, 20, 24, 25} -> {17, 27} (conf: 0.928, supp: 0.111, lift: 6.396, conv: 11.953)
{17, 20, 25, 27} -> {18, 24} (conf: 0.911, supp: 0.111, lift: 3.389, conv: 8.198)
{17, 20, 24, 27} -> {18, 25} (conf: 0.914, supp: 0.111, lift: 3.643, conv: 8.700)
{17, 20, 24, 25} -> {18, 27} (conf: 0.930, supp: 0.111, lift: 3.639, conv: 10.604)
{17, 18, 20, 27} -> {24, 25} (conf: 0.922, supp: 0.111, lift: 3.665, conv: 9.629)
{17, 18, 20, 25} -> {24, 27} (conf: 0.933, supp: 0.111, lift: 3.610, conv: 11.093)
{17, 21, 23, 24, 25} -> {18} (conf: 0.979, supp: 0.115, lift: 3.298, conv: 33.052)
{17, 18, 23, 24, 25} -> {21} (conf: 0.963, supp: 0.115, lift: 3.372, conv: 19.295)
{17, 18, 21, 24, 25} -> {23} (conf: 0.964, supp: 0.115, lift: 3.291, conv: 19.903)
{17, 18, 21, 23, 25} -> {24} (conf: 0.976, supp: 0.115, lift: 3.358, conv: 29.106)
{17, 18, 21, 23, 24} -> {25} (conf: 0.945, supp: 0.115, lift: 3.299, conv: 12.965)
{17, 23, 24, 25} -> {18, 21} (conf: 0.939, supp: 0.115, lift: 3.687, conv: 12.230)
{17, 21, 24, 25} -> {18, 23} (conf: 0.925, supp: 0.115, lift: 3.438, conv: 9.725)
{17, 21, 23, 25} -> {18, 24} (conf: 0.950, supp: 0.115, lift: 3.534, conv: 14.600)
{17, 21, 23, 24} -> {18, 25} (conf: 0.921, supp: 0.115, lift: 3.671, conv: 9.462)
{17, 18, 24, 25} -> {21, 23} (conf: 0.918, supp: 0.115, lift: 3.652, conv: 9.139)
{17, 18, 23, 25} -> {21, 24} (conf: 0.933, supp: 0.115, lift: 3.631, conv: 11.128)
{17, 18, 21, 25} -> {23, 24} (conf: 0.937, supp: 0.115, lift: 3.613, conv: 11.716)
{17, 18, 21, 24} -> {23, 25} (conf: 0.906, supp: 0.115, lift: 3.737, conv: 8.076)
{17, 18, 21, 23} -> {24, 25} (conf: 0.916, supp: 0.115, lift: 3.642, conv: 8.942)
{17, 23, 25} -> {18, 21, 24} (conf: 0.901, supp: 0.115, lift: 3.684, conv: 7.614)
{17, 21, 23, 24, 27} -> {18} (conf: 0.977, supp: 0.118, lift: 3.293, conv: 30.738)
{17, 18, 23, 24, 27} -> {21} (conf: 0.966, supp: 0.118, lift: 3.383, conv: 21.148)
{17, 18, 21, 24, 27} -> {23} (conf: 0.964, supp: 0.118, lift: 3.289, conv: 19.562)
{17, 18, 21, 23, 27} -> {24} (conf: 0.975, supp: 0.118, lift: 3.357, conv: 28.913)
{17, 18, 21, 23, 24} -> {27} (conf: 0.969, supp: 0.118, lift: 3.433, conv: 23.177)
{17, 23, 24, 27} -> {18, 21} (conf: 0.941, supp: 0.118, lift: 3.696, conv: 12.702)
{17, 21, 24, 27} -> {18, 23} (conf: 0.922, supp: 0.118, lift: 3.429, conv: 9.417)
{17, 21, 23, 27} -> {18, 24} (conf: 0.946, supp: 0.118, lift: 3.521, conv: 13.642)
{17, 21, 23, 24} -> {18, 27} (conf: 0.944, supp: 0.118, lift: 3.696, conv: 13.361)
{17, 18, 24, 27} -> {21, 23} (conf: 0.923, supp: 0.118, lift: 3.672, conv: 9.745)
{17, 18, 23, 27} -> {21, 24} (conf: 0.939, supp: 0.118, lift: 3.653, conv: 12.142)
{17, 18, 23, 24} -> {21, 27} (conf: 0.915, supp: 0.118, lift: 3.556, conv: 8.727)
{17, 18, 21, 27} -> {23, 24} (conf: 0.937, supp: 0.118, lift: 3.614, conv: 11.783)
{17, 18, 21, 24} -> {23, 27} (conf: 0.929, supp: 0.118, lift: 3.730, conv: 10.618)
{17, 18, 21, 23} -> {24, 27} (conf: 0.940, supp: 0.118, lift: 3.635, conv: 12.286)
{17, 23, 27} -> {18, 21, 24} (conf: 0.906, supp: 0.118, lift: 3.704, conv: 8.024)
{17, 21, 23} -> {18, 24, 27} (conf: 0.903, supp: 0.118, lift: 3.673, conv: 7.795)
{17, 21, 23, 25, 27} -> {18} (conf: 0.976, supp: 0.116, lift: 3.289, conv: 29.360)
{17, 18, 23, 25, 27} -> {21} (conf: 0.964, supp: 0.116, lift: 3.377, conv: 20.122)
{17, 18, 21, 25, 27} -> {23} (conf: 0.965, supp: 0.116, lift: 3.292, conv: 20.082)
{17, 18, 21, 23, 27} -> {25} (conf: 0.956, supp: 0.116, lift: 3.337, conv: 16.167)
{17, 18, 21, 23, 25} -> {27} (conf: 0.980, supp: 0.116, lift: 3.473, conv: 36.569)
{17, 23, 25, 27} -> {18, 21} (conf: 0.938, supp: 0.116, lift: 3.682, conv: 11.977)
{17, 21, 25, 27} -> {18, 23} (conf: 0.913, supp: 0.116, lift: 3.394, conv: 8.393)
{17, 21, 23, 27} -> {18, 25} (conf: 0.927, supp: 0.116, lift: 3.697, conv: 10.317)
{17, 21, 23, 25} -> {18, 27} (conf: 0.955, supp: 0.116, lift: 3.736, conv: 16.377)
{17, 18, 25, 27} -> {21, 23} (conf: 0.920, supp: 0.116, lift: 3.659, conv: 9.336)
{17, 18, 23, 27} -> {21, 25} (conf: 0.920, supp: 0.116, lift: 3.703, conv: 9.388)
{17, 18, 23, 25} -> {21, 27} (conf: 0.938, supp: 0.116, lift: 3.645, conv: 11.936)
{17, 18, 21, 27} -> {23, 25} (conf: 0.918, supp: 0.116, lift: 3.787, conv: 9.273)
{17, 18, 21, 25} -> {23, 27} (conf: 0.941, supp: 0.116, lift: 3.778, conv: 12.800)
{17, 18, 21, 23} -> {25, 27} (conf: 0.921, supp: 0.116, lift: 3.588, conv: 9.382)
{17, 23, 25} -> {18, 21, 27} (conf: 0.905, supp: 0.116, lift: 3.763, conv: 8.007)
{17, 21, 24, 25, 27} -> {18} (conf: 0.962, supp: 0.117, lift: 3.241, conv: 18.468)
{17, 18, 24, 25, 27} -> {21} (conf: 0.960, supp: 0.117, lift: 3.361, conv: 17.797)
{17, 18, 21, 25, 27} -> {24} (conf: 0.976, supp: 0.117, lift: 3.359, conv: 29.385)
{17, 18, 21, 24, 27} -> {25} (conf: 0.955, supp: 0.117, lift: 3.335, conv: 15.971)
{17, 18, 21, 24, 25} -> {27} (conf: 0.980, supp: 0.117, lift: 3.473, conv: 36.404)
{17, 24, 25, 27} -> {18, 21} (conf: 0.920, supp: 0.117, lift: 3.610, conv: 9.266)
{17, 21, 25, 27} -> {18, 24} (conf: 0.923, supp: 0.117, lift: 3.436, conv: 9.541)
{17, 21, 24, 27} -> {18, 25} (conf: 0.914, supp: 0.117, lift: 3.645, conv: 8.731)
{17, 21, 24, 25} -> {18, 27} (conf: 0.940, supp: 0.117, lift: 3.679, conv: 12.405)
{17, 18, 25, 27} -> {21, 24} (conf: 0.930, supp: 0.117, lift: 3.620, conv: 10.668)
{17, 18, 24, 27} -> {21, 25} (conf: 0.915, supp: 0.117, lift: 3.683, conv: 8.842)
{17, 18, 24, 25} -> {21, 27} (conf: 0.933, supp: 0.117, lift: 3.627, conv: 11.106)
{17, 18, 21, 27} -> {24, 25} (conf: 0.929, supp: 0.117, lift: 3.691, conv: 10.516)
{17, 18, 21, 25} -> {24, 27} (conf: 0.952, supp: 0.117, lift: 3.684, conv: 15.490)
{17, 18, 21, 24} -> {25, 27} (conf: 0.921, supp: 0.117, lift: 3.589, conv: 9.416)
{17, 23, 24, 25, 27} -> {18} (conf: 0.977, supp: 0.117, lift: 3.293, conv: 31.088)
{17, 18, 24, 25, 27} -> {23} (conf: 0.960, supp: 0.117, lift: 3.275, conv: 17.611)
{17, 18, 23, 25, 27} -> {24} (conf: 0.976, supp: 0.117, lift: 3.358, conv: 29.019)
{17, 18, 23, 24, 27} -> {25} (conf: 0.958, supp: 0.117, lift: 3.343, conv: 16.852)
{17, 18, 23, 24, 25} -> {27} (conf: 0.979, supp: 0.117, lift: 3.467, conv: 33.780)
{17, 24, 25, 27} -> {18, 23} (conf: 0.920, supp: 0.117, lift: 3.419, conv: 9.088)
{17, 23, 25, 27} -> {18, 24} (conf: 0.949, supp: 0.117, lift: 3.529, conv: 14.205)
{17, 23, 24, 27} -> {18, 25} (conf: 0.933, supp: 0.117, lift: 3.719, conv: 11.179)
{17, 23, 24, 25} -> {18, 27} (conf: 0.954, supp: 0.117, lift: 3.736, conv: 16.344)
{17, 18, 25, 27} -> {23, 24} (conf: 0.930, supp: 0.117, lift: 3.588, conv: 10.635)
{17, 18, 24, 27} -> {23, 25} (conf: 0.915, supp: 0.117, lift: 3.773, conv: 8.912)
{17, 18, 24, 25} -> {23, 27} (conf: 0.933, supp: 0.117, lift: 3.745, conv: 11.228)
{17, 18, 23, 27} -> {24, 25} (conf: 0.930, supp: 0.117, lift: 3.698, conv: 10.767)
{17, 18, 23, 25} -> {24, 27} (conf: 0.949, supp: 0.117, lift: 3.670, conv: 14.405)
{17, 18, 23, 24} -> {25, 27} (conf: 0.907, supp: 0.117, lift: 3.533, conv: 7.975)
{17, 23, 25} -> {18, 24, 27} (conf: 0.916, supp: 0.117, lift: 3.723, conv: 8.927)
{20, 21, 23, 24, 25} -> {17} (conf: 0.959, supp: 0.108, lift: 3.096, conv: 16.876)
{17, 21, 23, 24, 25} -> {20} (conf: 0.912, supp: 0.108, lift: 3.055, conv: 7.988)
{17, 20, 23, 24, 25} -> {21} (conf: 0.963, supp: 0.108, lift: 3.371, conv: 19.119)
{17, 20, 21, 24, 25} -> {23} (conf: 0.949, supp: 0.108, lift: 3.237, conv: 13.766)
{17, 20, 21, 23, 25} -> {24} (conf: 0.972, supp: 0.108, lift: 3.346, conv: 25.562)
{17, 20, 21, 23, 24} -> {25} (conf: 0.943, supp: 0.108, lift: 3.292, conv: 12.527)
{20, 23, 24, 25} -> {17, 21} (conf: 0.921, supp: 0.108, lift: 6.343, conv: 10.856)
{20, 21, 24, 25} -> {17, 23} (conf: 0.907, supp: 0.108, lift: 6.172, conv: 9.174)
{20, 21, 23, 25} -> {17, 24} (conf: 0.932, supp: 0.108, lift: 6.358, conv: 12.472)
{20, 21, 23, 24} -> {17, 25} (conf: 0.903, supp: 0.108, lift: 6.141, conv: 8.770)
{17, 20, 24, 25} -> {21, 23} (conf: 0.900, supp: 0.108, lift: 3.582, conv: 7.511)
{17, 20, 23, 25} -> {21, 24} (conf: 0.926, supp: 0.108, lift: 3.605, conv: 10.104)
{17, 20, 21, 25} -> {23, 24} (conf: 0.904, supp: 0.108, lift: 3.486, conv: 7.694)
{17, 20, 21, 23} -> {24, 25} (conf: 0.904, supp: 0.108, lift: 3.594, conv: 7.820)
{20, 21, 23, 24, 27} -> {17} (conf: 0.958, supp: 0.110, lift: 3.093, conv: 16.445)
{17, 21, 23, 24, 27} -> {20} (conf: 0.910, supp: 0.110, lift: 3.049, conv: 7.823)
{17, 20, 23, 24, 27} -> {21} (conf: 0.966, supp: 0.110, lift: 3.384, conv: 21.237)
{17, 20, 21, 24, 27} -> {23} (conf: 0.948, supp: 0.110, lift: 3.235, conv: 13.596)
{17, 20, 21, 23, 27} -> {24} (conf: 0.971, supp: 0.110, lift: 3.340, conv: 24.050)
{17, 20, 21, 23, 24} -> {27} (conf: 0.967, supp: 0.110, lift: 3.424, conv: 21.539)
{20, 23, 24, 27} -> {17, 21} (conf: 0.924, supp: 0.110, lift: 6.364, conv: 11.298)
{20, 21, 24, 27} -> {17, 23} (conf: 0.906, supp: 0.110, lift: 6.162, conv: 9.035)
{20, 21, 23, 27} -> {17, 24} (conf: 0.929, supp: 0.110, lift: 6.343, conv: 12.098)
{20, 21, 23, 24} -> {17, 27} (conf: 0.925, supp: 0.110, lift: 6.375, conv: 11.453)
{17, 20, 24, 27} -> {21, 23} (conf: 0.907, supp: 0.110, lift: 3.609, conv: 8.060)
{17, 20, 23, 27} -> {21, 24} (conf: 0.932, supp: 0.110, lift: 3.626, conv: 10.919)
{17, 20, 23, 24} -> {21, 27} (conf: 0.911, supp: 0.110, lift: 3.542, conv: 8.363)
{17, 20, 21, 27} -> {23, 24} (conf: 0.904, supp: 0.110, lift: 3.487, conv: 7.720)
{17, 20, 21, 24} -> {23, 27} (conf: 0.909, supp: 0.110, lift: 3.650, conv: 8.284)
{17, 20, 21, 23} -> {24, 27} (conf: 0.927, supp: 0.110, lift: 3.586, conv: 10.153)
{20, 21, 23, 25, 27} -> {17} (conf: 0.959, supp: 0.108, lift: 3.096, conv: 16.905)
{17, 21, 23, 25, 27} -> {20} (conf: 0.911, supp: 0.108, lift: 3.050, conv: 7.850)
{17, 20, 23, 25, 27} -> {21} (conf: 0.964, supp: 0.108, lift: 3.377, conv: 20.097)
{17, 20, 21, 25, 27} -> {23} (conf: 0.938, supp: 0.108, lift: 3.201, conv: 11.402)
{17, 20, 21, 23, 27} -> {25} (conf: 0.952, supp: 0.108, lift: 3.325, conv: 14.982)
{17, 20, 21, 23, 25} -> {27} (conf: 0.978, supp: 0.108, lift: 3.465, conv: 32.623)
{20, 23, 25, 27} -> {17, 21} (conf: 0.923, supp: 0.108, lift: 6.358, conv: 11.167)
{20, 21, 23, 27} -> {17, 25} (conf: 0.912, supp: 0.108, lift: 6.205, conv: 9.703)
{20, 21, 23, 25} -> {17, 27} (conf: 0.937, supp: 0.108, lift: 6.456, conv: 13.587)
{17, 20, 23, 27} -> {21, 25} (conf: 0.915, supp: 0.108, lift: 3.681, conv: 8.795)
{17, 20, 23, 25} -> {21, 27} (conf: 0.932, supp: 0.108, lift: 3.622, conv: 10.914)
{17, 20, 21, 25} -> {23, 27} (conf: 0.909, supp: 0.108, lift: 3.649, conv: 8.258)
{17, 20, 21, 23} -> {25, 27} (conf: 0.910, supp: 0.108, lift: 3.544, conv: 8.227)
{20, 21, 24, 25, 27} -> {17} (conf: 0.957, supp: 0.111, lift: 3.090, conv: 16.110)
{17, 21, 24, 25, 27} -> {20} (conf: 0.909, supp: 0.111, lift: 3.044, conv: 7.704)
{17, 20, 24, 25, 27} -> {21} (conf: 0.960, supp: 0.111, lift: 3.362, conv: 17.977)
{17, 20, 21, 25, 27} -> {24} (conf: 0.961, supp: 0.111, lift: 3.307, conv: 18.136)
{17, 20, 21, 24, 27} -> {25} (conf: 0.953, supp: 0.111, lift: 3.327, conv: 15.180)
{17, 20, 21, 24, 25} -> {27} (conf: 0.978, supp: 0.111, lift: 3.463, conv: 31.959)
{20, 24, 25, 27} -> {17, 21} (conf: 0.917, supp: 0.111, lift: 6.312, conv: 10.278)
{20, 21, 25, 27} -> {17, 24} (conf: 0.919, supp: 0.111, lift: 6.274, conv: 10.570)
{20, 21, 24, 27} -> {17, 25} (conf: 0.910, supp: 0.111, lift: 6.193, conv: 9.515)
{20, 21, 24, 25} -> {17, 27} (conf: 0.935, supp: 0.111, lift: 6.439, conv: 13.079)
{17, 20, 25, 27} -> {21, 24} (conf: 0.909, supp: 0.111, lift: 3.536, conv: 8.148)
{17, 20, 24, 27} -> {21, 25} (conf: 0.912, supp: 0.111, lift: 3.670, conv: 8.530)
{17, 20, 24, 25} -> {21, 27} (conf: 0.928, supp: 0.111, lift: 3.606, conv: 10.281)
{17, 20, 21, 27} -> {24, 25} (conf: 0.909, supp: 0.111, lift: 3.612, conv: 8.207)
{17, 20, 21, 25} -> {24, 27} (conf: 0.931, supp: 0.111, lift: 3.603, conv: 10.787)
{17, 20, 21, 24} -> {25, 27} (conf: 0.914, supp: 0.111, lift: 3.562, conv: 8.658)
{20, 23, 24, 25, 27} -> {17} (conf: 0.958, supp: 0.109, lift: 3.092, conv: 16.404)
{17, 23, 24, 25, 27} -> {20} (conf: 0.909, supp: 0.109, lift: 3.045, conv: 7.725)
{17, 20, 24, 25, 27} -> {23} (conf: 0.945, supp: 0.109, lift: 3.226, conv: 12.933)
{17, 20, 23, 25, 27} -> {24} (conf: 0.973, supp: 0.109, lift: 3.347, conv: 25.921)
{17, 20, 23, 24, 27} -> {25} (conf: 0.956, supp: 0.109, lift: 3.339, conv: 16.347)
{17, 20, 23, 24, 25} -> {27} (conf: 0.977, supp: 0.109, lift: 3.459, conv: 30.595)
{20, 24, 25, 27} -> {17, 23} (conf: 0.903, supp: 0.109, lift: 6.142, conv: 8.757)
{20, 23, 25, 27} -> {17, 24} (conf: 0.931, supp: 0.109, lift: 6.356, conv: 12.421)
{20, 23, 24, 27} -> {17, 25} (conf: 0.915, supp: 0.109, lift: 6.223, conv: 10.008)
{20, 23, 24, 25} -> {17, 27} (conf: 0.935, supp: 0.109, lift: 6.438, conv: 13.066)
{17, 20, 24, 25} -> {23, 27} (conf: 0.913, supp: 0.109, lift: 3.666, conv: 8.664)
{17, 20, 23, 27} -> {24, 25} (conf: 0.922, supp: 0.109, lift: 3.665, conv: 9.631)
{17, 20, 23, 25} -> {24, 27} (conf: 0.940, supp: 0.109, lift: 3.636, conv: 12.328)
{17, 20, 23, 24} -> {25, 27} (conf: 0.902, supp: 0.109, lift: 3.513, conv: 7.566)
{17, 23, 24, 25, 27} -> {21} (conf: 0.965, supp: 0.116, lift: 3.379, conv: 20.443)
{17, 21, 24, 25, 27} -> {23} (conf: 0.950, supp: 0.116, lift: 3.241, conv: 14.080)
{17, 21, 23, 25, 27} -> {24} (conf: 0.975, supp: 0.116, lift: 3.355, conv: 28.138)
{17, 21, 23, 24, 27} -> {25} (conf: 0.956, supp: 0.116, lift: 3.338, conv: 16.311)
{17, 21, 23, 24, 25} -> {27} (conf: 0.982, supp: 0.116, lift: 3.480, conv: 40.359)
{17, 24, 25, 27} -> {21, 23} (conf: 0.908, supp: 0.116, lift: 3.612, conv: 8.135)
{17, 23, 25, 27} -> {21, 24} (conf: 0.937, supp: 0.116, lift: 3.644, conv: 11.713)
{17, 23, 24, 27} -> {21, 25} (conf: 0.921, supp: 0.116, lift: 3.708, conv: 9.540)
{17, 23, 24, 25} -> {21, 27} (conf: 0.942, supp: 0.116, lift: 3.663, conv: 12.897)
{17, 21, 25, 27} -> {23, 24} (conf: 0.912, supp: 0.116, lift: 3.516, conv: 8.390)
{17, 21, 24, 27} -> {23, 25} (conf: 0.903, supp: 0.116, lift: 3.722, conv: 7.783)
{17, 21, 24, 25} -> {23, 27} (conf: 0.928, supp: 0.116, lift: 3.725, conv: 10.448)
{17, 21, 23, 27} -> {24, 25} (conf: 0.926, supp: 0.116, lift: 3.681, conv: 10.139)
{17, 21, 23, 25} -> {24, 27} (conf: 0.953, supp: 0.116, lift: 3.688, conv: 15.880)
{17, 21, 23, 24} -> {25, 27} (conf: 0.924, supp: 0.116, lift: 3.601, conv: 9.795)
{17, 23, 25} -> {21, 24, 27} (conf: 0.904, supp: 0.116, lift: 3.707, conv: 7.876)
{20, 21, 23, 24, 25} -> {18} (conf: 0.978, supp: 0.110, lift: 3.296, conv: 32.403)
{18, 20, 23, 24, 25} -> {21} (conf: 0.963, supp: 0.110, lift: 3.374, conv: 19.572)
{18, 20, 21, 24, 25} -> {23} (conf: 0.963, supp: 0.110, lift: 3.286, conv: 19.119)
{18, 20, 21, 23, 25} -> {24} (conf: 0.976, supp: 0.110, lift: 3.358, conv: 29.184)
{18, 20, 21, 23, 24} -> {25} (conf: 0.945, supp: 0.110, lift: 3.299, conv: 13.012)
{20, 23, 24, 25} -> {18, 21} (conf: 0.940, supp: 0.110, lift: 3.689, conv: 12.361)
{20, 21, 24, 25} -> {18, 23} (conf: 0.925, supp: 0.110, lift: 3.440, conv: 9.769)
{20, 21, 23, 25} -> {18, 24} (conf: 0.950, supp: 0.110, lift: 3.535, conv: 14.689)
{20, 21, 23, 24} -> {18, 25} (conf: 0.921, supp: 0.110, lift: 3.671, conv: 9.460)
{18, 20, 24, 25} -> {21, 23} (conf: 0.917, supp: 0.110, lift: 3.648, conv: 9.026)
{18, 20, 23, 25} -> {21, 24} (conf: 0.934, supp: 0.110, lift: 3.636, conv: 11.337)
{18, 20, 21, 25} -> {23, 24} (conf: 0.935, supp: 0.110, lift: 3.606, conv: 11.380)
{18, 20, 21, 24} -> {23, 25} (conf: 0.905, supp: 0.110, lift: 3.731, conv: 7.964)
{18, 20, 21, 23} -> {24, 25} (conf: 0.917, supp: 0.110, lift: 3.643, conv: 8.992)
{20, 23, 25} -> {18, 21, 24} (conf: 0.903, supp: 0.110, lift: 3.693, conv: 7.794)
{20, 21, 23, 24, 27} -> {18} (conf: 0.977, supp: 0.112, lift: 3.292, conv: 30.658)
{18, 20, 23, 24, 27} -> {21} (conf: 0.967, supp: 0.112, lift: 3.388, conv: 21.956)
{18, 20, 21, 24, 27} -> {23} (conf: 0.962, supp: 0.112, lift: 3.284, conv: 18.774)
{18, 20, 21, 23, 27} -> {24} (conf: 0.976, supp: 0.112, lift: 3.360, conv: 29.894)
{18, 20, 21, 23, 24} -> {27} (conf: 0.969, supp: 0.112, lift: 3.432, conv: 22.937)
{20, 23, 24, 27} -> {18, 21} (conf: 0.943, supp: 0.112, lift: 3.701, conv: 13.009)
{20, 21, 24, 27} -> {18, 23} (conf: 0.924, supp: 0.112, lift: 3.434, conv: 9.565)
{20, 21, 23, 27} -> {18, 24} (conf: 0.948, supp: 0.112, lift: 3.527, conv: 14.040)
{20, 21, 23, 24} -> {18, 27} (conf: 0.944, supp: 0.112, lift: 3.694, conv: 13.235)
{18, 20, 24, 27} -> {21, 23} (conf: 0.922, supp: 0.112, lift: 3.669, conv: 9.634)
{18, 20, 23, 27} -> {21, 24} (conf: 0.941, supp: 0.112, lift: 3.661, conv: 12.580)
{18, 20, 23, 24} -> {21, 27} (conf: 0.914, supp: 0.112, lift: 3.554, conv: 8.680)
{18, 20, 21, 27} -> {23, 24} (conf: 0.936, supp: 0.112, lift: 3.612, conv: 11.645)
{18, 20, 21, 24} -> {23, 27} (conf: 0.927, supp: 0.112, lift: 3.723, conv: 10.346)
{18, 20, 21, 23} -> {24, 27} (conf: 0.940, supp: 0.112, lift: 3.635, conv: 12.279)
{20, 23, 27} -> {18, 21, 24} (conf: 0.908, supp: 0.112, lift: 3.714, conv: 8.231)
{20, 21, 23} -> {18, 24, 27} (conf: 0.903, supp: 0.112, lift: 3.673, conv: 7.797)
{20, 21, 23, 25, 27} -> {18} (conf: 0.976, supp: 0.110, lift: 3.290, conv: 29.629)
{18, 20, 23, 25, 27} -> {21} (conf: 0.966, supp: 0.110, lift: 3.382, conv: 21.015)
{18, 20, 21, 25, 27} -> {23} (conf: 0.963, supp: 0.110, lift: 3.287, conv: 19.270)
{18, 20, 21, 23, 27} -> {25} (conf: 0.956, supp: 0.110, lift: 3.338, conv: 16.258)
{18, 20, 21, 23, 25} -> {27} (conf: 0.979, supp: 0.110, lift: 3.469, conv: 34.763)
{20, 23, 25, 27} -> {18, 21} (conf: 0.940, supp: 0.110, lift: 3.690, conv: 12.404)
{20, 21, 25, 27} -> {18, 23} (conf: 0.913, supp: 0.110, lift: 3.396, conv: 8.437)
{20, 21, 23, 27} -> {18, 25} (conf: 0.928, supp: 0.110, lift: 3.701, conv: 10.455)
{20, 21, 23, 25} -> {18, 27} (conf: 0.954, supp: 0.110, lift: 3.733, conv: 16.110)
{18, 20, 25, 27} -> {21, 23} (conf: 0.919, supp: 0.110, lift: 3.658, conv: 9.299)
{18, 20, 23, 27} -> {21, 25} (conf: 0.922, supp: 0.110, lift: 3.709, conv: 9.575)
{18, 20, 23, 25} -> {21, 27} (conf: 0.938, supp: 0.110, lift: 3.646, conv: 11.973)
{18, 20, 21, 27} -> {23, 25} (conf: 0.917, supp: 0.110, lift: 3.782, conv: 9.133)
{18, 20, 21, 25} -> {23, 27} (conf: 0.938, supp: 0.110, lift: 3.767, conv: 12.193)
{18, 20, 21, 23} -> {25, 27} (conf: 0.920, supp: 0.110, lift: 3.585, conv: 9.317)
{20, 23, 25} -> {18, 21, 27} (conf: 0.906, supp: 0.110, lift: 3.768, conv: 8.119)
{20, 21, 24, 25, 27} -> {18} (conf: 0.964, supp: 0.112, lift: 3.248, conv: 19.417)
{18, 20, 24, 25, 27} -> {21} (conf: 0.961, supp: 0.112, lift: 3.364, conv: 18.239)
{18, 20, 21, 25, 27} -> {24} (conf: 0.976, supp: 0.112, lift: 3.360, conv: 29.875)
{18, 20, 21, 24, 27} -> {25} (conf: 0.955, supp: 0.112, lift: 3.334, conv: 15.904)
{18, 20, 21, 24, 25} -> {27} (conf: 0.980, supp: 0.112, lift: 3.470, conv: 35.220)
{20, 24, 25, 27} -> {18, 21} (conf: 0.923, supp: 0.112, lift: 3.624, conv: 9.702)
{20, 21, 25, 27} -> {18, 24} (conf: 0.926, supp: 0.112, lift: 3.444, conv: 9.831)
{20, 21, 24, 27} -> {18, 25} (conf: 0.917, supp: 0.112, lift: 3.654, conv: 8.989)
{20, 21, 24, 25} -> {18, 27} (conf: 0.941, supp: 0.112, lift: 3.683, conv: 12.643)
{18, 20, 25, 27} -> {21, 24} (conf: 0.932, supp: 0.112, lift: 3.626, conv: 10.901)
{18, 20, 24, 27} -> {21, 25} (conf: 0.915, supp: 0.112, lift: 3.685, conv: 8.882)
{18, 20, 24, 25} -> {21, 27} (conf: 0.933, supp: 0.112, lift: 3.626, conv: 11.063)
{18, 20, 21, 27} -> {24, 25} (conf: 0.929, supp: 0.112, lift: 3.694, conv: 10.596)
{18, 20, 21, 25} -> {24, 27} (conf: 0.951, supp: 0.112, lift: 3.679, conv: 15.140)
{18, 20, 21, 24} -> {25, 27} (conf: 0.920, supp: 0.112, lift: 3.586, conv: 9.347)
{20, 23, 24, 25, 27} -> {18} (conf: 0.977, supp: 0.111, lift: 3.294, conv: 31.230)
{18, 20, 24, 25, 27} -> {23} (conf: 0.959, supp: 0.111, lift: 3.271, conv: 17.065)
{18, 20, 23, 25, 27} -> {24} (conf: 0.977, supp: 0.111, lift: 3.361, conv: 30.421)
{18, 20, 23, 24, 27} -> {25} (conf: 0.958, supp: 0.111, lift: 3.344, conv: 16.972)
{18, 20, 23, 24, 25} -> {27} (conf: 0.978, supp: 0.111, lift: 3.464, conv: 32.334)
{20, 24, 25, 27} -> {18, 23} (conf: 0.921, supp: 0.111, lift: 3.424, conv: 9.255)
{20, 23, 25, 27} -> {18, 24} (conf: 0.950, supp: 0.111, lift: 3.536, conv: 14.714)
{20, 23, 24, 27} -> {18, 25} (conf: 0.933, supp: 0.111, lift: 3.721, conv: 11.257)
