lhs,rhs,confidence
"(21, 27, 106)","(24, 25)",0.8900144717800289
"(21, 25, 106)","(24, 27)",0.9192825112107623
"(21, 24, 106)","(25, 27)",0.888728323699422
"(27, 106)","(21, 24, 25)",0.8108108108108109
"(25, 106)","(21, 24, 27)",0.7864450127877238
"(24, 106)","(21, 25, 27)",0.7879564381806534
"(21, 106)","(24, 25, 27)",0.7966321243523317
"(24, 25, 27, 112)","(21,)",0.9401785714285714
"(21, 25, 27, 112)","(24,)",0.9529411764705882
"(21, 24, 27, 112)","(25,)",0.9393398751115076
"(21, 24, 25, 112)","(27,)",0.9722991689750693
"(25, 27, 112)","(21, 24)",0.8753117206982544
"(24, 27, 112)","(21, 25)",0.8745847176079734
"(24, 25, 112)","(21, 27)",0.8946474086661003
"(21, 27, 112)","(24, 25)",0.878231859883236
"(21, 25, 112)","(24, 27)",0.9069767441860465
"(21, 24, 112)","(25, 27)",0.8804347826086957
"(27, 112)","(21, 24, 25)",0.785234899328859
"(25, 112)","(21, 24, 27)",0.7624909485879797
"(24, 112)","(21, 25, 27)",0.7510699001426534
"(21, 112)","(24, 25, 27)",0.7630434782608696
"(24, 25, 27, 117)","(21,)",0.9541557957510249
"(21, 25, 27, 117)","(24,)",0.9627679578789018
"(21, 24, 27, 117)","(25,)",0.9408305769937523
"(21, 24, 25, 117)","(27,)",0.96932979931844
"(25, 27, 117)","(21, 24)",0.9045936395759717
"(24, 27, 117)","(21, 25)",0.8926080892608089
"(24, 25, 117)","(21, 27)",0.9090909090909091
"(21, 27, 117)","(24, 25)",0.896358543417367
"(21, 25, 117)","(24, 27)",0.9218581202736766
"(21, 24, 117)","(25, 27)",0.8913649025069638
"(27, 117)","(21, 24, 25)",0.8260729267505647
"(25, 117)","(21, 24, 27)",0.804272698711907
"(24, 117)","(21, 25, 27)",0.797011207970112
"(21, 117)","(24, 25, 27)",0.8098702942106928
"(24, 25, 27, 119)","(21,)",0.9398998330550918
"(21, 25, 27, 119)","(24,)",0.959114139693356
"(21, 24, 27, 119)","(25,)",0.9259868421052632
"(21, 24, 25, 119)","(27,)",0.9651428571428572
"(25, 27, 119)","(21, 24)",0.882906429691584
"(24, 27, 119)","(21, 25)",0.8612952575216726
"(24, 25, 119)","(21, 27)",0.8898840885142255
"(21, 27, 119)","(24, 25)",0.8787721123829344
"(21, 25, 119)","(24, 27)",0.9134667387777177
"(21, 24, 119)","(25, 27)",0.8769470404984424
"(27, 119)","(21, 24, 25)",0.7903603182030885
"(25, 119)","(21, 24, 27)",0.7722908093278463
"(24, 119)","(21, 25, 27)",0.7543546225993747
"(21, 119)","(24, 25, 27)",0.7866790870982767
"(24, 25, 27, 231)","(21,)",0.9374110953058321
"(21, 25, 27, 231)","(24,)",0.950937950937951
"(21, 24, 27, 231)","(25,)",0.9374110953058321
"(21, 24, 25, 231)","(27,)",0.9536903039073806
"(25, 27, 231)","(21, 24)",0.8693931398416886
"(24, 27, 231)","(21, 25)",0.8728476821192053
"(24, 25, 231)","(21, 27)",0.8728476821192053
"(21, 27, 231)","(24, 25)",0.8763297872340425
"(21, 25, 231)","(24, 27)",0.8941655359565808
"(21, 24, 231)","(25, 27)",0.8648293963254593
"(27, 231)","(21, 24, 25)",0.7798816568047338
"(25, 231)","(21, 24, 27)",0.7257709251101322
"(24, 231)","(21, 25, 27)",0.7463193657984145
"(21, 231)","(24, 25, 27)",0.7689614935822637
"(24, 25, 27, 249)","(21,)",0.9470046082949308
"(21, 25, 27, 249)","(24,)",0.9513888888888888
"(21, 24, 27, 249)","(25,)",0.9340909090909091
"(21, 24, 25, 249)","(27,)",0.9785714285714285
"(25, 27, 249)","(21, 24)",0.8867313915857605
"(24, 27, 249)","(21, 25)",0.8763326226012793
"(24, 25, 249)","(21, 27)",0.9082872928176795
"(21, 27, 249)","(24, 25)",0.8819742489270386
"(21, 25, 249)","(24, 27)",0.914349276974416
"(21, 24, 249)","(25, 27)",0.8925081433224755
"(27, 249)","(21, 24, 25)",0.8011695906432749
"(25, 249)","(21, 24, 27)",0.7747408105560791
"(24, 249)","(21, 25, 27)",0.7873563218390804
"(21, 249)","(24, 25, 27)",0.7965116279069767
"(24, 25, 27, 295)","(21,)",0.9527665317139001
"(21, 25, 27, 295)","(24,)",0.9658002735978112
"(21, 24, 27, 295)","(25,)",0.9313984168865436
"(21, 24, 25, 295)","(27,)",0.9711141678129298
"(25, 27, 295)","(21, 24)",0.8925410872313527
"(24, 27, 295)","(21, 25)",0.8847117794486216
"(24, 25, 295)","(21, 27)",0.9062901155327343
"(21, 27, 295)","(24, 25)",0.8858218318695107
"(21, 25, 295)","(24, 27)",0.9204693611473272
"(21, 24, 295)","(25, 27)",0.8726823238566132
"(27, 295)","(21, 24, 25)",0.8041002277904328
"(25, 295)","(21, 24, 27)",0.7809734513274337
"(24, 295)","(21, 25, 27)",0.7724288840262582
"(21, 295)","(24, 25, 27)",0.7741228070175439
"(24, 25, 27, 353)","(21,)",0.9603960396039604
"(21, 25, 27, 353)","(24,)",0.9632571996027806
"(21, 24, 27, 353)","(25,)",0.9371980676328503
"(21, 24, 25, 353)","(27,)",0.9788092835519677
"(25, 27, 353)","(21, 24)",0.9073900841908326
"(24, 27, 353)","(21, 25)",0.8973172987974098
"(24, 25, 353)","(21, 27)",0.920303605313093
"(21, 27, 353)","(24, 25)",0.8956602031394275
"(21, 25, 353)","(24, 27)",0.9309021113243762
"(21, 24, 353)","(25, 27)",0.8923643054277829
"(27, 353)","(21, 24, 25)",0.8347676419965576
"(25, 353)","(21, 24, 27)",0.8248299319727891
"(24, 353)","(21, 25, 27)",0.8016528925619835
"(21, 353)","(24, 25, 27)",0.8137583892617449
"(24, 25, 27, 355)","(21,)",0.9546511627906977
"(21, 25, 27, 355)","(24,)",0.9480369515011547
"(21, 24, 27, 355)","(25,)",0.9535423925667829
"(21, 24, 25, 355)","(27,)",0.9715976331360947
"(25, 27, 355)","(21, 24)",0.8856526429341963
"(24, 27, 355)","(21, 25)",0.9051819184123484
"(24, 25, 355)","(21, 27)",0.907182320441989
"(21, 27, 355)","(24, 25)",0.8933623503808488
"(21, 25, 355)","(24, 27)",0.9061810154525386
"(21, 24, 355)","(25, 27)",0.907182320441989
"(27, 355)","(21, 24, 25)",0.8185443668993021
"(25, 355)","(21, 24, 27)",0.7871524448705657
"(24, 355)","(21, 25, 27)",0.8056918547595682
"(21, 355)","(24, 25, 27)",0.7978620019436345
"(24, 25, 27, 386)","(21,)",0.9422548120989918
"(21, 25, 27, 386)","(24,)",0.9527340129749768
"(21, 24, 27, 386)","(25,)",0.9388127853881278
"(21, 24, 25, 386)","(27,)",0.9734848484848485
"(25, 27, 386)","(21, 24)",0.883920894239037
"(24, 27, 386)","(21, 25)",0.8793840889649273
"(24, 25, 386)","(21, 27)",0.8970331588132635
"(21, 27, 386)","(24, 25)",0.8846815834767642
"(21, 25, 386)","(24, 27)",0.9145907473309609
"(21, 24, 386)","(25, 27)",0.889273356401384
"(27, 386)","(21, 24, 25)",0.8075412411626081
"(25, 386)","(21, 24, 27)",0.7805618830675778
"(24, 386)","(21, 25, 27)",0.7764350453172205
"(21, 386)","(24, 25, 27)",0.7938223938223938
"(24, 25, 27, 447)","(21,)",0.9650997150997151
"(21, 25, 27, 447)","(24,)",0.9713261648745519
"(21, 24, 27, 447)","(25,)",0.9664764621968617
"(21, 24, 25, 447)","(27,)",0.9776334776334776
"(25, 27, 447)","(21, 24)",0.928082191780822
"(24, 27, 447)","(21, 25)",0.9255464480874317
"(24, 25, 447)","(21, 27)",0.9331955922865014
"(21, 27, 447)","(24, 25)",0.9306318681318682
"(21, 25, 447)","(24, 27)",0.939015939015939
"(21, 24, 447)","(25, 27)",0.9338387319090282
"(27, 447)","(21, 24, 25)",0.8764553686934023
"(25, 447)","(21, 24, 27)",0.8663682864450127
"(24, 447)","(21, 25, 27)",0.8669225847728727
"(21, 447)","(24, 25, 27)",0.8730670103092784
"(24, 25, 27, 449)","(21,)",0.9614035087719298
"(21, 25, 27, 449)","(24,)",0.9547038327526133
"(21, 24, 27, 449)","(25,)",0.9480968858131488
"(21, 24, 25, 449)","(27,)",0.9768270944741533
"(25, 27, 449)","(21, 24)",0.9057851239669421
"(24, 27, 449)","(21, 25)",0.9042904290429042
"(24, 25, 449)","(21, 27)",0.9303904923599321
"(21, 27, 449)","(24, 25)",0.8925081433224755
"(21, 25, 449)","(24, 27)",0.9272419627749577
"(21, 24, 449)","(25, 27)",0.9179229480737019
"(27, 449)","(21, 24, 25)",0.8340943683409436
"(25, 449)","(21, 24, 27)",0.8417818740399385
"(24, 449)","(21, 25, 27)",0.8417818740399385
"(21, 449)","(24, 25, 27)",0.848297213622291
"(24, 25, 28, 29)","(21,)",0.9394221808014911
"(21, 25, 28, 29)","(24,)",0.9641319942611191
"(21, 24, 28, 29)","(25,)",0.9264705882352942
"(25, 28, 29)","(21, 24)",0.8597014925373134
"(24, 28, 29)","(21, 25)",0.8368617683686177
"(21, 28, 29)","(24, 25)",0.8667239896818573
"(24, 25, 28, 30)","(21,)",0.9241126070991432
"(21, 25, 28, 30)","(24,)",0.9569074778200254
"(21, 24, 28, 30)","(25,)",0.9196102314250914
"(25, 28, 30)","(21, 24)",0.8170995670995671
"(24, 28, 30)","(21, 25)",0.8066239316239316
"(21, 28, 30)","(24, 25)",0.8333333333333334
"(24, 25, 28, 67)","(21,)",0.9422043010752689
"(21, 25, 28, 67)","(24,)",0.944743935309973
"(21, 24, 28, 67)","(25,)",0.9223684210526316
"(25, 28, 67)","(21, 24)",0.830568720379147
"(24, 28, 67)","(21, 25)",0.8355184743742551
"(21, 28, 67)","(24, 25)",0.844578313253012
"(24, 25, 28, 117)","(21,)",0.9333874898456539
"(21, 25, 28, 117)","(24,)",0.9607023411371237
"(21, 24, 28, 117)","(25,)",0.9169992019154031
"(25, 28, 117)","(21, 24)",0.8436123348017621
"(24, 28, 117)","(21, 25)",0.8207142857142857
"(21, 28, 117)","(24, 25)",0.8555472822040209
"(24, 25, 28, 119)","(21,)",0.9203747072599532
"(21, 25, 28, 119)","(24,)",0.9413173652694611
"(21, 24, 28, 119)","(25,)",0.9107763615295481
"(25, 28, 119)","(21, 24)",0.81875
"(24, 28, 119)","(21, 25)",0.7875751503006012
"(21, 28, 119)","(24, 25)",0.8238993710691824
"(24, 25, 29, 30)","(21,)",0.9162011173184358
"(21, 25, 29, 30)","(24,)",0.967551622418879
"(21, 24, 29, 30)","(25,)",0.9291784702549575
"(25, 29, 30)","(21, 24)",0.8108776266996292
"(24, 29, 30)","(21, 25)",0.8220551378446115
"(21, 29, 30)","(24, 25)",0.856396866840731
"(24, 25, 29, 67)","(21,)",0.928679817905918
"(21, 25, 29, 67)","(24,)",0.9547581903276131
"(21, 24, 29, 67)","(25,)",0.9258698940998488
"(25, 29, 67)","(21, 24)",0.8281461434370772
"(24, 29, 67)","(21, 25)",0.8360655737704918
"(21, 29, 67)","(24, 25)",0.8476454293628809
"(24, 25, 29, 117)","(21,)",0.9360131255127153
"(21, 25, 29, 117)","(24,)",0.9702380952380952
"(21, 24, 29, 117)","(25,)",0.9306688417618271
"(25, 29, 117)","(21, 24)",0.8566066066066066
"(24, 29, 117)","(21, 25)",0.844559585492228
"(21, 29, 117)","(24, 25)",0.875
"(24, 25, 29, 119)","(21,)",0.916
"(21, 25, 29, 119)","(24,)",0.9608391608391609
"(21, 24, 29, 119)","(25,)",0.9258760107816711
"(25, 29, 119)","(21, 24)",0.8130177514792899
"(24, 29, 119)","(21, 25)",0.8072855464159812
"(21, 29, 119)","(24, 25)",0.8566084788029925
"(24, 25, 29, 353)","(21,)",0.9521857923497268
"(21, 25, 29, 353)","(24,)",0.9613793103448276
"(21, 24, 29, 353)","(25,)",0.9305740987983978
"(21, 24, 25, 353)","(29,)",0.7033299697275479
"(25, 29, 353)","(21, 24)",0.8626237623762376
"(24, 29, 353)","(21, 25)",0.8489646772228989
"(21, 29, 353)","(24, 25)",0.861557478368356
"(24, 25, 30, 67)","(21,)",0.9314641744548287
"(21, 25, 30, 67)","(24,)",0.9477020602218701
"(21, 24, 30, 67)","(25,)",0.8992481203007519
"(25, 30, 67)","(21, 24)",0.796271637816245
"(24, 30, 67)","(21, 25)",0.7827225130890052
"(21, 30, 67)","(24, 25)",0.8048452220726783
"(24, 25, 30, 105)","(21,)",0.9340659340659341
"(21, 25, 30, 105)","(24,)",0.951048951048951
"(21, 24, 30, 105)","(25,)",0.9239130434782609
"(25, 30, 105)","(21, 24)",0.8232445520581114
"(24, 30, 105)","(21, 25)",0.8252427184466019
"(21, 30, 105)","(24, 25)",0.8364083640836408
"(24, 25, 30, 106)","(21,)",0.9404388714733543
"(21, 25, 30, 106)","(24,)",0.9584664536741214
"(21, 24, 30, 106)","(25,)",0.91324200913242
"(25, 30, 106)","(21, 24)",0.8119079837618404
"(24, 30, 106)","(21, 25)",0.8163265306122449
"(21, 30, 106)","(24, 25)",0.8344923504867872
"(24, 25, 30, 112)","(21,)",0.935
"(21, 25, 30, 112)","(24,)",0.9444444444444444
"(21, 24, 30, 112)","(25,)",0.8976
"(25, 30, 112)","(21, 24)",0.815406976744186
"(24, 30, 112)","(21, 25)",0.7716643741403026
"(21, 30, 112)","(24, 25)",0.7835195530726257
"(24, 25, 117, 119)","(21,)",0.9338842975206612
"(21, 25, 117, 119)","(24,)",0.9448160535117057
"(21, 24, 117, 119)","(25,)",0.9127625201938611
"(25, 117, 119)","(21, 24)",0.8272327964860908
"(24, 117, 119)","(21, 25)",0.8014184397163121
"(21, 117, 119)","(24, 25)",0.8345642540620384
"(24, 26, 27, 28)","(21,)",0.9535076795350768
"(21, 26, 27, 28)","(24,)",0.9635067114093959
"(21, 24, 26, 28)","(27,)",0.9562864279766861
"(26, 27, 28)","(21, 24)",0.9004312034496276
"(24, 26, 28)","(21, 27)",0.8671196677991695
"(21, 26, 28)","(24, 27)",0.8948188546941955
"(24, 26, 27, 29)","(21,)",0.9575971731448764
"(21, 26, 27, 29)","(24,)",0.9721973094170404
"(21, 24, 26, 29)","(27,)",0.9622725255215269
"(26, 27, 29)","(21, 24)",0.9151540734487126
"(24, 26, 29)","(21, 27)",0.8856209150326797
"(21, 26, 29)","(24, 27)",0.9093959731543624
"(24, 26, 27, 30)","(21,)",0.94640234948605
"(21, 26, 27, 30)","(24,)",0.9569413511507052
"(21, 24, 26, 30)","(27,)",0.9415631848064281
"(26, 27, 30)","(21, 24)",0.8822724161533196
"(24, 26, 30)","(21, 27)",0.8452459016393442
"(21, 26, 30)","(24, 27)",0.8587608261159227
"(24, 26, 27, 67)","(21,)",0.9551495016611296
"(21, 26, 27, 67)","(24,)",0.9472817133443163
"(21, 24, 26, 67)","(27,)",0.9410801963993454
"(26, 27, 67)","(21, 24)",0.883935434281322
"(24, 26, 67)","(21, 27)",0.8575689783743475
"(21, 26, 67)","(24, 27)",0.8633633633633634
"(24, 26, 27, 105)","(21,)",0.9533417402269861
"(21, 26, 27, 105)","(24,)",0.9557522123893806
"(21, 24, 26, 105)","(27,)",0.9545454545454546
"(26, 27, 105)","(21, 24)",0.8946745562130177
"(24, 26, 105)","(21, 27)",0.8699654775604143
"(21, 26, 105)","(24, 27)",0.8842105263157894
"(24, 26, 27, 106)","(21,)",0.9556868537666174
"(21, 26, 27, 106)","(24,)",0.9514705882352941
"(21, 24, 26, 106)","(27,)",0.9472913616398243
"(26, 27, 106)","(21, 24)",0.893646408839779
"(24, 26, 106)","(21, 27)",0.8649732620320856
"(21, 26, 106)","(24, 27)",0.871967654986523
"(24, 26, 27, 117)","(21,)",0.9576523031203567
"(21, 26, 27, 117)","(24,)",0.9640987284966342
"(21, 24, 26, 117)","(27,)",0.9548148148148148
"(26, 27, 117)","(21, 24)",0.9051966292134831
"(24, 26, 117)","(21, 27)",0.8786639400136332
"(21, 26, 117)","(24, 27)",0.8810663021189337
"(24, 26, 27, 119)","(21,)",0.9437022900763359
"(21, 26, 27, 119)","(24,)",0.9583333333333334
"(21, 24, 26, 119)","(27,)",0.9611273080660836
"(26, 27, 119)","(21, 24)",0.8862007168458781
"(24, 26, 119)","(21, 27)",0.8607484769364665
"(21, 26, 119)","(24, 27)",0.8869955156950673
"(24, 26, 27, 447)","(21,)",0.9692058346839546
"(21, 26, 27, 447)","(24,)",0.9723577235772358
"(21, 24, 26, 447)","(27,)",0.9755301794453507
"(26, 27, 447)","(21, 24)",0.9329173166926678
"(24, 26, 447)","(21, 27)",0.9285714285714286
"(21, 26, 447)","(24, 27)",0.9185867895545314
"(26, 447)","(21, 24, 27)",0.7093712930011863
"(24, 26, 28, 29)","(21,)",0.9119318181818182
"(21, 26, 28, 29)","(24,)",0.9539375928677564
"(24, 26, 28, 117)","(21,)",0.90875
"(21, 26, 28, 117)","(24,)",0.9392764857881137
"(24, 26, 28, 119)","(21,)",0.8861788617886179
"(21, 26, 28, 119)","(24,)",0.9332191780821918
"(24, 26, 29, 117)","(21,)",0.9228723404255319
"(21, 26, 29, 117)","(24,)",0.9455040871934605
"(24, 27, 28, 29)","(21,)",0.9493844049247606
"(21, 27, 28, 29)","(24,)",0.9652294853963839
"(21, 24, 28, 29)","(27,)",0.9568014705882353
"(27, 28, 29)","(21, 24)",0.8970271434726411
"(24, 28, 29)","(21, 27)",0.8642590286425903
"(21, 28, 29)","(24, 27)",0.8950988822012038
"(24, 27, 28, 30)","(21,)",0.9337349397590361
"(21, 27, 28, 30)","(24,)",0.9591584158415841
"(21, 24, 28, 30)","(27,)",0.9439707673568819
"(27, 28, 30)","(21, 24)",0.8639910813823858
"(24, 28, 30)","(21, 27)",0.8279914529914529
"(21, 28, 30)","(24, 27)",0.8554083885209713
"(24, 27, 28, 67)","(21,)",0.9526938239159002
"(21, 27, 28, 67)","(24,)",0.9539473684210527
"(21, 24, 28, 67)","(27,)",0.9539473684210527
"(27, 28, 67)","(21, 24)",0.8863080684596577
"(24, 28, 67)","(21, 27)",0.8641239570917759
"(21, 28, 67)","(24, 27)",0.8734939759036144
"(24, 27, 28, 105)","(21,)",0.9419014084507042
"(21, 27, 28, 105)","(24,)",0.9553571428571429
"(21, 24, 28, 105)","(27,)",0.9727272727272728
"(27, 28, 105)","(21, 24)",0.8784893267651889
"(24, 28, 105)","(21, 27)",0.864297253634895
"(21, 28, 105)","(24, 27)",0.8976510067114094
"(24, 27, 28, 117)","(21,)",0.9512
"(21, 27, 28, 117)","(24,)",0.9658813972380179
"(21, 24, 28, 117)","(27,)",0.9489225857940942
"(27, 28, 117)","(21, 24)",0.893984962406015
"(24, 28, 117)","(21, 27)",0.8492857142857143
"(21, 28, 117)","(24, 27)",0.885331347728965
"(24, 27, 28, 119)","(21,)",0.9331065759637188
"(21, 27, 28, 119)","(24,)",0.9514450867052023
"(21, 24, 28, 119)","(27,)",0.9536500579374276
"(27, 28, 119)","(21, 24)",0.8626834381551363
"(24, 28, 119)","(21, 27)",0.8246492985971944
"(21, 28, 119)","(24, 27)",0.8626834381551363
"(24, 27, 29, 30)","(21,)",0.9317548746518106
"(21, 27, 29, 30)","(24,)",0.9752186588921283
"(21, 24, 29, 30)","(27,)",0.9475920679886686
"(27, 29, 30)","(21, 24)",0.8699609882964889
"(24, 29, 30)","(21, 27)",0.8383458646616542
"(21, 29, 30)","(24, 27)",0.8733681462140992
"(24, 27, 29, 67)","(21,)",0.9420731707317073
"(21, 27, 29, 67)","(24,)",0.9596273291925466
"(21, 24, 29, 67)","(27,)",0.9349470499243571
"(27, 29, 67)","(21, 24)",0.8765957446808511
"(24, 29, 67)","(21, 27)",0.8442622950819673
"(21, 29, 67)","(24, 27)",0.8559556786703602
"(24, 27, 29, 117)","(21,)",0.9497161394971614
"(21, 27, 29, 117)","(24,)",0.9693708609271523
"(21, 24, 29, 117)","(27,)",0.9551386623164764
"(27, 29, 117)","(21, 24)",0.9007692307692308
"(24, 29, 117)","(21, 27)",0.8667653589933383
"(21, 29, 117)","(24, 27)",0.8980061349693251
"(24, 27, 29, 119)","(21,)",0.9267973856209151
"(21, 27, 29, 119)","(24,)",0.9699042407660738
"(21, 24, 29, 119)","(27,)",0.9555256064690026
"(27, 29, 119)","(21, 24)",0.8699386503067484
"(24, 29, 119)","(21, 27)",0.8331374853113983
"(21, 29, 119)","(24, 27)",0.8840399002493765
"(24, 27, 29, 353)","(21,)",0.9664879356568364
"(21, 27, 29, 353)","(24,)",0.9677852348993289
"(21, 24, 29, 353)","(27,)",0.9626168224299065
"(27, 29, 353)","(21, 24)",0.9092055485498108
"(24, 29, 353)","(21, 27)",0.8781973203410475
"(21, 29, 353)","(24, 27)",0.8912237330037083
"(24, 27, 30, 67)","(21,)",0.9393939393939394
"(21, 27, 30, 67)","(24,)",0.950920245398773
"(21, 24, 30, 67)","(27,)",0.9323308270676691
"(27, 30, 67)","(21, 24)",0.8611111111111112
"(24, 30, 67)","(21, 27)",0.8115183246073299
"(21, 30, 67)","(24, 27)",0.8344549125168237
"(24, 27, 30, 105)","(21,)",0.9425901201602136
"(21, 27, 30, 105)","(24,)",0.9489247311827957
"(21, 24, 30, 105)","(27,)",0.9592391304347826
"(27, 30, 105)","(21, 24)",0.8694581280788177
"(24, 30, 105)","(21, 27)",0.8567961165048543
"(21, 30, 105)","(24, 27)",0.8683886838868389
"(24, 27, 30, 106)","(21,)",0.9522342064714946
"(21, 27, 30, 106)","(24,)",0.9566563467492261
"(21, 24, 30, 106)","(27,)",0.9406392694063926
"(27, 30, 106)","(21, 24)",0.869198312236287
"(24, 30, 106)","(21, 27)",0.8408163265306122
"(21, 30, 106)","(24, 27)",0.8595271210013908
"(24, 27, 30, 112)","(21,)",0.9418416801292407
"(21, 27, 30, 112)","(24,)",0.9418416801292407
"(21, 24, 30, 112)","(27,)",0.9328
"(27, 30, 112)","(21, 24)",0.8573529411764705
"(24, 30, 112)","(21, 27)",0.8019257221458047
"(21, 30, 112)","(24, 27)",0.8142458100558659
"(24, 27, 117, 119)","(21,)",0.9466019417475728
"(21, 27, 117, 119)","(24,)",0.9558823529411765
"(21, 24, 117, 119)","(27,)",0.9450726978998385
"(27, 117, 119)","(21, 24)",0.8810240963855421
"(24, 117, 119)","(21, 27)",0.8297872340425532
"(21, 117, 119)","(24, 27)",0.8641063515509602
"(24, 28, 29, 117)","(21,)",0.8997524752475248
"(21, 28, 29, 117)","(24,)",0.9515706806282722
"(25, 26, 27, 28)","(21,)",0.9408783783783784
"(21, 26, 27, 28)","(25,)",0.9345637583892618
"(21, 25, 26, 28)","(27,)",0.9615882606819163
"(26, 27, 28)","(21, 25)",0.8733829870638965
"(25, 26, 28)","(21, 27)",0.8632313056954669
"(21, 26, 28)","(25, 27)",0.8679392286716011
"(25, 26, 27, 29)","(21,)",0.9480812641083521
"(21, 26, 27, 29)","(25,)",0.9417040358744395
"(21, 25, 26, 29)","(27,)",0.9686346863468634
"(26, 27, 29)","(21, 25)",0.8864499788940481
"(25, 26, 29)","(21, 27)",0.8797653958944281
"(21, 26, 29)","(25, 27)",0.8808724832214765
"(25, 26, 27, 30)","(21,)",0.9353159851301115
"(21, 26, 27, 30)","(25,)",0.9339272457312546
"(21, 25, 26, 30)","(27,)",0.9501510574018127
"(26, 27, 30)","(21, 25)",0.8610540725530459
"(25, 26, 30)","(21, 27)",0.8347710683477106
"(21, 26, 30)","(25, 27)",0.8381079280479681
"(25, 26, 27, 67)","(21,)",0.9428571428571428
"(21, 26, 27, 67)","(25,)",0.9242174629324547
"(21, 25, 26, 67)","(27,)",0.9548936170212766
"(26, 27, 67)","(21, 25)",0.862413528055342
"(25, 26, 67)","(21, 27)",0.8423423423423423
"(21, 26, 67)","(25, 27)",0.8423423423423423
"(25, 26, 27, 105)","(21,)",0.9508196721311475
"(21, 26, 27, 105)","(25,)",0.9532237673830595
"(21, 25, 26, 105)","(27,)",0.9703989703989704
"(26, 27, 105)","(21, 25)",0.8923076923076924
"(25, 26, 105)","(21, 27)",0.8881036513545347
"(21, 26, 105)","(25, 27)",0.8818713450292398
"(25, 26, 27, 106)","(21,)",0.9507462686567164
"(21, 26, 27, 106)","(25,)",0.9367647058823529
"(21, 25, 26, 106)","(27,)",0.9622356495468278
"(26, 27, 106)","(21, 25)",0.8798342541436464
"(25, 26, 106)","(21, 27)",0.857335127860027
"(21, 26, 106)","(25, 27)",0.8584905660377359
"(25, 26, 27, 117)","(21,)",0.9484848484848485
"(21, 26, 27, 117)","(25,)",0.9364248317127898
"(21, 25, 26, 117)","(27,)",0.9586523736600306
"(26, 27, 117)","(21, 25)",0.8792134831460674
"(25, 26, 117)","(21, 27)",0.8652384243261921
"(21, 26, 117)","(25, 27)",0.8557758031442242
"(25, 26, 27, 119)","(21,)",0.9404170804369414
"(21, 26, 27, 119)","(25,)",0.9176356589147286
"(21, 25, 26, 119)","(27,)",0.9623983739837398
"(26, 27, 119)","(21, 25)",0.8485663082437276
"(25, 26, 119)","(21, 27)",0.8593466424682396
"(21, 26, 119)","(25, 27)",0.8493273542600897
"(25, 26, 27, 447)","(21,)",0.9689034369885434
"(21, 26, 27, 447)","(25,)",0.9626016260162602
"(21, 25, 26, 447)","(27,)",0.9704918032786886
"(26, 27, 447)","(21, 25)",0.9235569422776911
"(25, 26, 447)","(21, 27)",0.9178294573643411
"(21, 26, 447)","(25, 27)",0.9093701996927803
"(26, 447)","(21, 25, 27)",0.7022538552787663
"(25, 26, 28, 29)","(21,)",0.9077490774907749
"(21, 26, 28, 29)","(25,)",0.9138187221396731
"(25, 26, 28, 117)","(21,)",0.8979328165374677
"(21, 26, 28, 117)","(25,)",0.8979328165374677
"(25, 26, 29, 117)","(21,)",0.9098360655737705
"(21, 26, 29, 117)","(25,)",0.9073569482288828
"(25, 27, 28, 29)","(21,)",0.9401947148817803
"(21, 27, 28, 29)","(25,)",0.9401947148817803
"(21, 25, 28, 29)","(27,)",0.96987087517934
"(27, 28, 29)","(21, 25)",0.8737613097802671
"(25, 28, 29)","(21, 27)",0.864818763326226
"(21, 28, 29)","(25, 27)",0.8718830610490111
"(25, 27, 28, 30)","(21,)",0.9181929181929182
"(21, 27, 28, 30)","(25,)",0.9306930693069307
"(21, 25, 28, 30)","(27,)",0.9531051964512041
"(27, 28, 30)","(21, 25)",0.8383500557413601
"(25, 28, 30)","(21, 27)",0.8138528138528138
"(21, 28, 30)","(25, 27)",0.8300220750551877
"(25, 27, 28, 67)","(21,)",0.9403183023872679
"(21, 27, 28, 67)","(25,)",0.9328947368421052
"(21, 25, 28, 67)","(27,)",0.9555256064690026
"(27, 28, 67)","(21, 25)",0.8667481662591687
"(25, 28, 67)","(21, 27)",0.840047393364929
"(21, 28, 67)","(25, 27)",0.8542168674698796
"(25, 27, 28, 117)","(21,)",0.9372964169381107
"(21, 27, 28, 117)","(25,)",0.9350121852152722
"(21, 25, 28, 117)","(27,)",0.9623745819397993
"(27, 28, 117)","(21, 25)",0.8654135338345864
"(25, 28, 117)","(21, 27)",0.8450807635829662
"(21, 28, 117)","(25, 27)",0.857036485480268
"(25, 27, 28, 119)","(21,)",0.923699421965318
"(21, 27, 28, 119)","(25,)",0.923699421965318
"(21, 25, 28, 119)","(27,)",0.9568862275449102
"(27, 28, 119)","(21, 25)",0.8375262054507338
"(25, 28, 119)","(21, 27)",0.8322916666666667
"(21, 28, 119)","(25, 27)",0.8375262054507338
"(25, 27, 29, 30)","(21,)",0.9102384291725105
"(21, 27, 29, 30)","(25,)",0.9460641399416909
"(21, 25, 29, 30)","(27,)",0.9572271386430679
"(27, 29, 30)","(21, 25)",0.8439531859557867
"(25, 29, 30)","(21, 27)",0.8022249690976514
"(21, 29, 30)","(25, 27)",0.8472584856396866
"(25, 27, 29, 67)","(21,)",0.9270516717325228
"(21, 27, 29, 67)","(25,)",0.9472049689440993
